Time,PosX,PosY,PosZ,VelX,VelY,VelZ,ForceX,ForceY,ForceZ,Action1,Action2,Action3
8.26,0.0252,0.5889,0.2989,0.0067,-0.0319,-0.0006,0.0003,-0.0007,-0.0001,0.2446,-0.547,-3.3028
8.28,0.0254,0.5883,0.2989,0.0067,-0.032,-0.0006,0.0003,-0.0007,0,,,
8.28,0.0254,0.5883,0.2989,0.0067,-0.032,-0.0006,0.0003,-0.0007,0,0.2445,-0.5436,-3.3034
8.3,0.0255,0.5877,0.2989,0.0068,-0.032,-0.0006,0.0003,-0.0007,-0.0001,,,
8.3,0.0255,0.5877,0.2989,0.0068,-0.032,-0.0006,0.0003,-0.0007,-0.0001,0.2442,-0.5402,-3.3039
8.32,0.0256,0.587,0.2989,0.0068,-0.0321,-0.0006,0.0003,-0.0007,-0.0001,,,
8.32,0.0256,0.587,0.2989,0.0068,-0.0321,-0.0006,0.0003,-0.0007,-0.0001,0.2441,-0.5368,-3.3045
8.34,0.0258,0.5864,0.2989,0.0068,-0.0322,-0.0006,0.0003,-0.0007,-0.0001,,,
8.34,0.0258,0.5864,0.2989,0.0068,-0.0322,-0.0006,0.0003,-0.0007,-0.0001,0.2439,-0.5335,-3.305
8.36,0.0259,0.5857,0.2989,0.0068,-0.0323,-0.0006,0.0003,-0.0007,-0.0001,,,
8.36,0.0259,0.5857,0.2989,0.0068,-0.0323,-0.0006,0.0003,-0.0007,-0.0001,0.2437,-0.5301,-3.3055
8.38,0.0261,0.5851,0.2989,0.0069,-0.0323,-0.0006,0.0003,-0.0007,-0.0001,,,
8.38,0.0261,0.5851,0.2989,0.0069,-0.0323,-0.0006,0.0003,-0.0007,-0.0001,0.2435,-0.5268,-3.3061
8.4,0.0262,0.5844,0.2989,0.0069,-0.0324,-0.0006,0.0003,-0.0007,-0.0001,,,
8.4,0.0262,0.5844,0.2989,0.0069,-0.0324,-0.0006,0.0003,-0.0007,-0.0001,0.2433,-0.5234,-3.3066
8.42,0.0263,0.5838,0.2988,0.0069,-0.0325,-0.0006,0.0003,-0.0007,-0.0001,,,
8.42,0.0263,0.5838,0.2988,0.0069,-0.0325,-0.0006,0.0003,-0.0007,-0.0001,0.2431,-0.5201,-3.3071
8.44,0.0265,0.5831,0.2988,0.007,-0.0325,-0.0006,0.0003,-0.0007,-0.0001,,,
8.44,0.0265,0.5831,0.2988,0.007,-0.0325,-0.0006,0.0003,-0.0007,-0.0001,0.2429,-0.5168,-3.3076
8.46,0.0266,0.5825,0.2988,0.007,-0.0326,-0.0006,0.0003,-0.0007,-0.0001,,,
8.46,0.0266,0.5825,0.2988,0.007,-0.0326,-0.0006,0.0003,-0.0007,-0.0001,0.2427,-0.5135,-3.3081
8.48,0.0267,0.5818,0.2988,0.007,-0.0327,-0.0006,0.0003,-0.0007,-0.0001,,,
8.48,0.0267,0.5818,0.2988,0.007,-0.0327,-0.0006,0.0003,-0.0007,-0.0001,0.2425,-0.5103,-3.3086
8.5,0.0269,0.5812,0.2988,0.007,-0.0327,-0.0006,0.0003,-0.0007,-0.0001,,,
8.5,0.0269,0.5812,0.2988,0.007,-0.0327,-0.0006,0.0003,-0.0007,-0.0001,0.2423,-0.507,-3.3091
8.52,0.027,0.5805,0.2988,0.0071,-0.0328,-0.0006,0.0003,-0.0007,-0.0001,,,
8.52,0.027,0.5805,0.2988,0.0071,-0.0328,-0.0006,0.0003,-0.0007,-0.0001,0.2421,-0.5038,-3.3097
8.54,0.0272,0.5799,0.2988,0.0071,-0.0329,-0.0006,0.0003,-0.0006,-0.0001,,,
8.54,0.0272,0.5799,0.2988,0.0071,-0.0329,-0.0006,0.0003,-0.0006,-0.0001,0.2419,-0.5005,-3.3101
8.56,0.0273,0.5792,0.2988,0.0071,-0.0329,-0.0006,0.0003,-0.0006,-0.0001,,,
8.56,0.0273,0.5792,0.2988,0.0071,-0.0329,-0.0006,0.0003,-0.0006,-0.0001,0.2417,-0.4973,-3.3106
8.58,0.0276,0.5779,0.2987,0.0072,-0.033,-0.0007,0.0003,-0.0006,-0.0001,,,
8.58,0.0276,0.5779,0.2987,0.0072,-0.033,-0.0007,0.0003,-0.0006,-0.0001,0.2414,-0.4926,-3.3112
8.6,0.0276,0.5779,0.2987,0.0072,-0.0331,-0.0007,0.0003,-0.0006,-0.0001,,,
8.6,0.0276,0.5779,0.2987,0.0072,-0.0331,-0.0007,0.0003,-0.0006,-0.0001,0.2414,-0.4909,-3.3116
8.62,0.0277,0.5772,0.2987,0.0072,-0.0331,-0.0007,0.0003,-0.0006,-0.0001,,,
8.62,0.0277,0.5772,0.2987,0.0072,-0.0331,-0.0007,0.0003,-0.0006,-0.0001,0.2412,-0.4878,-3.3121
8.64,0.0279,0.5766,0.2987,0.0072,-0.0332,-0.0007,0.0003,-0.0006,-0.0001,,,
8.64,0.0279,0.5766,0.2987,0.0072,-0.0332,-0.0007,0.0003,-0.0006,-0.0001,0.241,-0.4846,-3.3126
8.66,0.028,0.5759,0.2987,0.0073,-0.0332,-0.0007,0.0003,-0.0006,-0.0001,,,
8.66,0.028,0.5759,0.2987,0.0073,-0.0332,-0.0007,0.0003,-0.0006,-0.0001,0.2408,-0.4815,-3.313
8.68,0.0282,0.5752,0.2987,0.0073,-0.0333,-0.0007,0.0003,-0.0006,-0.0001,,,
8.68,0.0282,0.5752,0.2987,0.0073,-0.0333,-0.0007,0.0003,-0.0006,-0.0001,0.2406,-0.4784,-3.3135
8.7,0.0283,0.5746,0.2987,0.0073,-0.0334,-0.0007,0.0003,-0.0006,-0.0001,,,
8.7,0.0283,0.5746,0.2987,0.0073,-0.0334,-0.0007,0.0003,-0.0006,-0.0001,0.2404,-0.4753,-3.314
8.72,0.0285,0.5739,0.2986,0.0074,-0.0334,-0.0007,0.0003,-0.0006,-0.0001,,,
8.72,0.0285,0.5739,0.2986,0.0074,-0.0334,-0.0007,0.0003,-0.0006,-0.0001,0.2402,-0.4722,-3.3144
8.74,0.0286,0.5732,0.2986,0.0074,-0.0335,-0.0007,0.0003,-0.0006,-0.0001,,,
8.74,0.0286,0.5732,0.2986,0.0074,-0.0335,-0.0007,0.0003,-0.0006,-0.0001,0.24,-0.4691,-3.3149
8.76,0.0288,0.5725,0.2986,0.0074,-0.0335,-0.0007,0.0003,-0.0006,-0.0001,,,
8.76,0.0288,0.5725,0.2986,0.0074,-0.0335,-0.0007,0.0003,-0.0006,-0.0001,0.2398,-0.466,-3.3154
8.78,0.0289,0.5719,0.2986,0.0075,-0.0336,-0.0007,0.0003,-0.0006,-0.0001,,,
8.78,0.0289,0.5719,0.2986,0.0075,-0.0336,-0.0007,0.0003,-0.0006,-0.0001,0.2396,-0.4629,-3.3158
8.8,0.0291,0.5712,0.2986,0.0075,-0.0336,-0.0007,0.0003,-0.0006,-0.0001,,,
8.8,0.0291,0.5712,0.2986,0.0075,-0.0336,-0.0007,0.0003,-0.0006,-0.0001,0.2394,-0.4599,-3.3162
8.82,0.0292,0.5705,0.2986,0.0075,-0.0337,-0.0007,0.0003,-0.0006,-0.0001,,,
8.82,0.0292,0.5705,0.2986,0.0075,-0.0337,-0.0007,0.0003,-0.0006,-0.0001,0.2393,-0.4569,-3.3167
8.84,0.0294,0.5699,0.2986,0.0075,-0.0338,-0.0007,0.0003,-0.0005,-0.0001,,,
8.84,0.0294,0.5699,0.2986,0.0075,-0.0338,-0.0007,0.0003,-0.0005,-0.0001,0.2391,-0.4539,-3.3171
